"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","45482","Creating a new facility in desktop app","","Fri Apr 03 01:16:51 UTC 2026","broken","Fri Apr 03 01:17:36 UTC 2026","","","",""
