"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","38952","Creating a new facility in desktop app","","Mon Aug 04 01:00:33 GMT 2025","broken","Mon Aug 04 01:01:12 GMT 2025","","","",""
