"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39319","Creating a new facility in desktop app","","Mon Nov 03 00:52:36 UTC 2025","broken","Mon Nov 03 00:53:15 UTC 2025","","","",""
