"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","122965","Creating a new facility in desktop app","","Thu Jan 09 00:42:25 GMT 2025","passed","Thu Jan 09 00:44:28 GMT 2025","","","",""
