"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","45892","Creating a new facility in desktop app","","Wed Feb 25 01:12:10 UTC 2026","broken","Wed Feb 25 01:12:56 UTC 2026","","","",""
