"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","125193","Creating a new facility in desktop app","","Tue Jan 07 00:42:58 GMT 2025","passed","Tue Jan 07 00:45:03 GMT 2025","","","",""
