"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 16 00:36:18 GMT 2024","Tue Jul 16 00:38:22 GMT 2024","123784","","","","","","Creating a new facility in desktop app",""
