"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jan 02 11:22:45 GMT 2024","Tue Jan 02 11:24:03 GMT 2024","77904","","","","","","Creating a new facility in desktop app",""
