"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","125549","Creating a new facility in desktop app","","Sun Dec 15 00:51:22 GMT 2024","passed","Sun Dec 15 00:53:27 GMT 2024","","","",""
