"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","38889","Creating a new facility in desktop app","","Tue Jun 03 00:51:51 GMT 2025","broken","Tue Jun 03 00:52:30 GMT 2025","","","",""
