"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jun 05 00:34:17 GMT 2024","Wed Jun 05 00:35:23 GMT 2024","66616","","","","","","Creating a new facility in desktop app",""
