"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","44888","Creating a new facility in desktop app","","Wed May 20 02:05:21 UTC 2026","broken","Wed May 20 02:06:06 UTC 2026","","","",""
