"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","38956","Creating a new facility in desktop app","","Wed Feb 19 00:42:29 GMT 2025","broken","Wed Feb 19 00:43:08 GMT 2025","","","",""
