"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","122748","Creating a new facility in desktop app","","Sun Dec 08 00:51:06 GMT 2024","passed","Sun Dec 08 00:53:09 GMT 2024","","","",""
