"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 13 00:34:23 GMT 2024","Mon May 13 00:35:29 GMT 2024","65265","","","","","","Creating a new facility in desktop app",""
